movie_title,movie_info,critics_consensus,rating,genre,directors,writers,cast,in_theaters_date,on_streaming_date,runtime_in_minutes,studio_name,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
The Secret of My Success,"A talented young man can't get an executive position without rising through the ranks, so he comes up with a shortcut, which also benefits his love life.",,PG-13,Comedy,Herbert Ross,"Jim Cash, Jack Epps, Jr.","Michael J. Fox, Helen Slater, Richard Jordan, Margaret Whitton, John Pankow, Christopher Murney, Gerry Bamman, Fred Gwynne, Carol Ann Susi, Elizabeth Franz, Drew Snyder, Susan Kellermann, Barton Heyman, Mercedes Ruehl, Ira Wheeler, Ashley J. Laurence, Rex Robbins, Christopher Durang, Macintyre Dixon, Bill Fagerbakke, Jack Davidson, John Bowman, Jeff Brooks, Ascanio Sharpe, Don Amendolia, Judith Malina, Mary Catherine Wright, Joe Ragno, Burke Pearson, Ray Ramirez, Gloria Irizarry, Mark Margolis, Rick Aviles, John Capodice, Sally Jane Heit, Richard Arthur Gallo, Luis Antonio Ramos",1987-04-07,1998-10-27,110,MCA Universal Home Video,Rotten,57,21,58,33714
Stop! Or My Mom Will Shoot,"The carefully maintained ultra macho image of a gruff L. A. police officer (Sylvester Stallone) crumbles when he gets a visit from his meddlesome, over-protective mommy (Estelle Getty) in this action comedy. Things get really hopping when she takes her meddling too far and begins interfering with his job.","Thoroughly witless and thuddingly unfunny, Stop! Or My Mom Will Shoot gives its mismatched stars very little to work with - and as a result, they really don't work.",PG-13,"Action & Adventure, Comedy",Roger Spottiswoode,"Blake Snyder, William Osborne, William Davies, Daniel Petrie Sr.","Sylvester Stallone, Estelle Getty, JoBeth Williams, Roger Rees, Martin Ferrero, Gailard Sartain, John Wesley, Al Fann, Ella Joyce, J. Kenneth Campbell, Dennis Burkley, Jackie Burch, Nicholas Sadler, Jana Arnold, Christopher Collins, Michael A. Lerner, Mark Mikesell, Matthew Powers, Richard Schiff, Brigitta Stenberg, Vanessa Angel, Marjean Holden, Larry Campbell, Shari Ballard, Kimberley LaMarque, Amy Kirkpatrick, J. David Krassner, Joey de Pinto, Patti Yasutake, Norm Compton, Matt Johnston, Allen Michael Lerner, Charles Renneisen, John Sarviss, Roydon E. Clark, Manuel Perry, Jophery C. Brown, J.W. ""Corkey"" Fornof, Ving Rhames, Justin Derosa, Ernie Lively, Richard Suggett, Manny Perry, Art T. Yago, Julia Montgomery, Shelley Hill",1992-02-01,2004-01-20,88,MCA Universal Home Video,Rotten,8,26,21,52906
That Old Feeling,"What should have been the happiest day of Molly's life turns into a chaotic nightmare when her husband-to-be insists that she invite her volatile, long-divorced parents to the wedding. Molly (Paula Marshall), knowing that her parents are like nitric acid and glycerine when they get together, tries to convince her straight-laced, politically ambitious husband Keith (Jamie Denton) not to invite them both, but he won't hear of it. On the big day, Molly's mother Lilly (Bette Midler), an aging actress, shows up with her psychobabbly husband Alan (David Rasche) while Molly's father Dan (Dennis Farina) shows up with his surgically lovely wife Rowena (Gail O'Grady). The two former combatants manage to keep a lid on their still simmering rage during the ceremony, but afterward things rapidly heat up and boil over into a furious verbal sparring match. Lilly and Dan are hastily exiled to the parking lot where their rage turns to hastily consummated passion. Though calmer when they finally return to the reception, both realize that they have some unfinished romantic business. They ruin poor Molly's honeymoon by embarking on an illicit affair of their own in the next room. Things get worse when Lilly and Dan abandon their respective spouses to tryst their way across the city. Poor Keith, worried that the scandal will impact his political career, is as angry as the embarrassed Molly is appalled. To find her errant parents before they cause a stir, Molly enlists the aid of the tabloid photographer (Danny Nucci) who follows Lilly everywhere. More trouble brews when Molly, much to her mother's delight, finds herself more attracted to the free-spirited picture taker than her new husband. Fast-paced and brimming with deliciously nasty zingers, That Old Feeling is a fun-filled throwback to the golden age of romantic bedroom comedies.",,PG-13,"Comedy, Romance",Carl Reiner,Leslie Dixon,"Bette Midler, Dennis Farina, Paula Marshall, Gail O'Grady, David Rasche, James Denton, Danny Nucci, Penny Marshall, Jayne Eastwood, Michael J. Reynolds, Blu Mankuma, Joan Luchak, Mike Wilmot, Lula Franklin, George Hevenor, Arlene Meadows, Don Allison, Ian D. Clark, David Huband, Tony Craig, Kim Bourne, Cara Chisholm, Pedro Salvin, Doug Murray (II), John Nightingale, Scott Gibson, Mary Jo Eustace, Simon Barry, Ian Downie, Marjorie Lowe, Michelle Carberry, Justina Taglialatela, Tabitha Lupien, Brittney Kuczynski, Alexandra Longo, Gerry Mendicino, Jerry Schaeffer, Madeline Lee",1997-04-04,1998-04-28,106,MCA Universal Home Video,Rotten,43,14,60,6619
Waterworld,"This epic sci-fi actioner is set 200 years in the future. The polar ice caps have melted, flooding the continents and creating a giant ocean. People are few and far between, living as sailors or on rickety atolls made from scrap metal; in this time, dry land is considered a myth and dirt and water have become the most valuable currency. The film begins as a mysterious Mariner aboard his ingenious trimaran urinates carefully into a small jar. He then pours the golden liquid into a filtration device that purifies it and makes it drinkable. The Mariner is self sufficient and eschews humanity, except for occasional stops for supplies. He is different from other humans in that he has developed functional gills and has webbed feet. Such a mutation makes him a pariah. He cruises into a rusty atoll and tries to exchange dirt for supplies. The half-crazy people within the fortress end up putting him in a cage and planning to recycle him in a bubbling vat of green effluvium. Just before he is to die, the fortress is attacked by a flotilla of Smokers (tobacco addicted sea bikers) led by the bald, one-eyed and crazy Deacon who has come to search for a little girl with a strange tattoo on her back that is said to be a map leading to dry land. The girl and her mother escape with the reluctant Mariner. Eventually Deacon and the Smokers capture the girl and it is up to the fishy stranger to save her from their hulking lair (which turns out to be the notorious wreck of the Exxon Valdez).","Though it suffered from toxic buzz at the time of its release, Waterworld is ultimately an ambitious misfire: an extravagant sci-fi flick with some decent moments and a lot of silly ones.",PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Kevin Reynolds,"Peter Rader, David Twohy","Kevin Costner, Jeanne Tripplehorn, Tina Majorino, Dennis Hopper, Michael Jeter, Gerard Murphy, R.D. Call, Kim Coates, Chaim Jeraffi, John Fleck, Robert Joy, Jack Black, John Toles-Bey, Zakes Mokae, Sab Shimono, Leonardo Cimino, Zitto Kazann, Ric Aviles, Henry Kapono Ka'aihue, Tracy Anderson, Luke Ka'illi Jr., Anthony DeMasters, Willy Petrovic, Jack Kehler, Lanny Flaherty, Robert A. Silverman, Rita Zohar, Chris Douridas, August Neves, Neil Giuntoli, David Finnegan, Gregory B. Goossen, Guy William Preston, Ari Barak, Alexa Jago, Sean Whalen, Robert LaSardo, Lee Arenberg, Doug Spinuzza",1995-07-28,1998-11-01,135,MCA Universal Home Video,Rotten,45,58,43,230475
Tremors,"Tremors is actually two movies in one. On its own terms, it's an enjoyable modern sci-fi horror-thriller, with good pacing and a sense of humor; but it's also a loving tribute to such 1950s low-budget desert-based sci-fi-horror films like Them!, It Came From Outer Space, Tarantula, and The Monolith Monsters. Kevin Bacon and Fred Ward are the stars, a pair of small-town handymen living in a small desert community, who stumble upon several difficult-to-explain phenomena, including a couple of people who've died under extremely strange (and, in one instance, very grisly) circumstances. Eventually, they and a handful of their neighbors find the cause: gigantic prehistoric worm-like creatures that streak under the desert the way fish swim through oceans, reaching up and grabbing anything they need for food. Cut off from the outside world, they have to figure out how to get across the desert alive while these creatures -- that are smart as well as fast -- close in on them, stalking them like monster sharks. The film benefits from the presence of special effects that are good enough to pull this all off, keeping the shock value high, and also from a subtly humorous script and performances to match by the entire cast, and director Ron Underwood's breezy pacing of the whole picture. ~ Bruce Eder, Rovi","An affectionate throwback to 1950s creature features, Tremors reinvigorates its genre tropes with a finely balanced combination of horror and humor.",PG-13,"Comedy, Horror",Ron Underwood,"S.S. Wilson, Brent Maddock","Kevin Bacon, Fred Ward, Rhonda Le Beck, Finn Carter, Michael Gross, Reba McEntire, Bobby Jacoby, Charlotte Stewart, Tony Genaro, Ariana Richards, Richard Marcus, Victor Wong, Sunshine Parker, Michael Dan Wagner, Conrad Bachmann, Bibi Besch, John Goodwin, John Pappas",1990-01-19,1998-04-28,96,MCA/Universal Pictures,Fresh,85,34,75,239952
Infernal Affairs II,"The prequel to Andrew Lau and Alan Mak's smash hit Infernal Affairs opens in 1991, with Inspector Wong (Anthony Wong) explaining the frustrations of police work to gangster Sam (Eric Tsang). He also expresses his desire to see the seemingly reasonable Sam take over he reins of the local triad from the current boss. When that boss is murdered, with no apparent heir, it seems that Hong Kong is going to explode in an all-out gang war. But the boss' bespectacled, soft-spoken, and well-mannered son, Hau (Francis Ng), unexpectedly takes charge, calmly and cleverly defusing the situation. Meanwhile, Yan (Shawn Yu, reprising his role as the younger version of Tony Leung's character in the first Infernal Affairs) is thrown out of the police academy for breaking the rules, and it's discovered that he's Hau's half-brother. Wong recruits him to work undercover in Hau's organization. Ming (Edison Chen playing the younger Andy Lau) is a corrupt cop secretly working for Sam. His progress up the ranks of the police force is swift, but his relationship with Sam is threatened when he finds himself falling in love with Sam's girlfriend, Mary (Carina Lau). For his part, as the handover of Hong Kong to China approaches, Hau plots to become involved in ""legitimate"" politics, and to avenge himself against those he believes responsible for his father's death. Chapman To reprises his role as the goofy Keung. Infernal Affairs II was selected by the Film Society of Lincoln Center for inclusion in the 2004 New York Film Festival.",,PG-13,"Action & Adventure, Art House & International, Drama, Mystery & Suspense","Wai-keung Lau, Alan Mak","Alan Mak, Felix Chong","Shawn Yue, Edison Chen, Anthony Wong, Eric Tsang, Carina Lau, Francis Ng, Chapman To, Jun Hu, Roy Cheung, Kai Chi Liu, Cheung Tung Jo, Ping Fong, Peter Ngor, Arthur Wong Ngok Tai, Teddy Chan, Chiu Yun-ru",2003-01-01,2007-02-13,109,Media Asia Films Ltd,Fresh,75,8,83,20150
High Spirits,"The owner of an Irish castle decides to attract visitors by falsely claiming that the building is haunted, only to have a pair of real ancestral spirits start causing trouble in this uneven attempt at fantasy-comedy. The story centers on Jack and Sharon (played by Steve Guttenberg and Beverly D'Angelo), naive American tourists who are initially unimpressed by the owner's attempts at fraud but become more interested in the real ghosts, Mary and Martin (played by Daryl Hannah and Liam Neeson). This is especially true for Jack, who falls in love with the beautiful Mary, despite several centuries' difference in their ages. After the film's initial unsuccessful release, people involved with the production blamed studio interference for damaging director Neil Jordan's original vision, although Jordan is better known as a director of quirky, dark dramas (Mona Lisa, The Crying Game, Interview With a Vampire, The Company of Wolves). For whatever reason, the end result was an awkward, forced comedy that more often than not falls flat, squandering a strong collection of talent.",,PG-13,"Comedy, Science Fiction & Fantasy",Neil Jordan,"Neil Jordan, Steven Kampmann, Michael McDowell","Peter O'Toole, Daryl Hannah, Steve Guttenberg, Beverly D'Angelo, Liam Neeson, Peter Gallagher, Jennifer Tilly, Ray McAnally, Martin Ferrero, Connie Booth, Krista Hornish, Donal McCann, Mary Coughlan, ""Little"" John Gateman, Liz Smith, Tom Hickey, Tony Rohr, Matthew Wright, Paul O'Sullivan, Little John, Ruby Buchanan, Preston Lockwood, Hilary Reynolds, Aimee Delamain, Isolde Cazelet, Little John Nee",1988-11-18,2002-06-04,99,Media Home Entertainment,Rotten,29,14,59,7429
Teen Witch,"An otherwise boring and unpopular Louise is enamored with Brad, the star of the high-school football team, but her feelings are not reciprocated. One week before her birthday, she visits a psychic and is told she has latent, genetically predisposed witch abilities that will blossom on her sixteenth birthday. Soon she finds the information to be true and uses her powers to gain the typical teen goals: popularity, revenge on cruel teachers and other meanies, and high-school football star Brad...",,PG-13,"Comedy, Drama, Science Fiction & Fantasy",Dorian Walker,"Robin Menken, Vernon Zimmerman","Robyn Lively, Dan Gauthier, Joshua John Miller, Caren Kaye, Dick Sargent, Lisa Fuller, Mandy Ingber, Zelda Rubinstein, Noah Blake, Tina Caspary, Megan Gallivan, Alsari Al-Shehali, Shelley Berman, Jared Chandler, Brett Baxter Clark, Alana Lambros, Gary Schwartz, Marcia Wallace, Wendy Brainard, Peachy Keene",1989-09-02,2005-07-12,94,Media Home Entertainment,Rotten,38,8,75,12504
Uptown Girls,"In this comedy from director Boaz Yakin (Remember the Titans), Brittany Murphy stars as Molly Gunn, the daughter of a dead rock star, who lives off her inheritance and has never worked a day in her life. When her father's estate is swindled away from her, Molly suddenly finds her life of luxury and excess pulled out from under her. Begrudgingly, she decides that she has to get a job and is hired as a nanny for Ray Schliene (Dakota Fanning), the daughter of record executive Roma Schliene (Heather Locklear). At first Molly can't shake her spoiled-brat personality, but eventually she and Ray discover that they have a lot in common and a strong bond is formed. Jesse Spencer plays Molly's boyfriend, and Donald Faison, who previously worked with Murphy in Clueless, plays another record executive who offers Molly a place to live until she gets on her feet.","With two obnoxious lead characters and an uneven screenplay, Uptown Girls fails to charm.",PG-13,Comedy,Boaz Yakin,"Julia Dahl, Mo Ogrodnik, Lisa Davidowitz","Brittany Murphy, Dakota Fanning, Marley Shelton, Heather Locklear, Donald Faison, Jesse Spencer, Austin Pendleton, Fisher Stevens, Megan Corletto, Mark McGrath, Dave Navarro, Will Toale, Marceline Hugot, Pell James, Quddus, Russell Steinberg, Susanna Frazer, Wynter Kullman, Amy Korb, Geraldine Bartlett, Peter James Kelsch, Edmond Genest, Greg Baglia, Angelina Hong, Rocco Musacchia, Edward Hibbert, David Wells, Ramsey Faragallah, Tania Deighton, Tom Reilly, Reed Birney, Polly Adams, Laurine Towler, Martin Shakar, Valentina McKenzie, Wayne Gurman, Susan Willis, A.D. Miles, Maria Finglas, Philip Levy, Anthony J. Ribustello, Brian Friedman, Nas, Carmen Electra, Duncan Sheik, Dana Klein, Samantha Toohey, Jeremy Petardi",2003-08-15,2004-01-06,93,Metro-Goldwyn-Mayer,Rotten,13,112,60,369658
Wicker Park,"Directed by Paul McGuigan, Wicker Park follows Chicago businessman Matthew's (Josh Hartnett) return to Windy City life after having dedicated two years of his life to mourning his long lost love Lisa (Diane Kruger), who'd mysteriously vanished from his life. Things are finally looking up again for Matthew; his career is in full swing, and he's thinking of becoming engaged -- that is, until he thinks he's spotted his former lover in a restaurant. Almost immediately, Matthew puts the brakes on his marriage plans and his career in order to conduct an exhaustive search for his old flame. Obsessed, he barely notices the psychologically devastating trap his quest is leading him into -- a danger that only grows when he meets an enigmatic stranger (Rose Byrne). Wicker Park features Matthew Lillard and Jessica Paré in supporting roles.",Implausible coincidences and an overly convoluted structure make the movie hard to follow or believe.,PG-13,"Drama, Mystery & Suspense, Romance",Paul McGuigan,Brandon Boyce,"Josh Hartnett, Rose Byrne, Matthew Lillard, Diane Kruger, Christopher Cousins, Jessica Paré, Vlasta Vrana, Amy Sobol, Ted Whittall, Isabel Dos Santos, Joanna Noyes, Kerrilyn Keith, Mark Camacho, Marcel Jeannin, Stefanie Buxton, Stanley Hilaire, Lu Ye, Christian Paul, Gillian Ferrabee, Frank Fontaine, Miranda Handford, Richard Jutras, Kelly Anne Patterson, Mary Morter, Erika Rosenbaum, Paul Doucet, Jamieson Boulanger, Carrie Colak, Gordon Masten",2004-09-03,2004-12-28,114,Metro-Goldwyn-Mayer,Rotten,27,135,79,55430
